memory_percent,proc.memory.percent,cpu,proc.cpu.threads,disk./.usagePercent,disk./.usageGB,disk.nvme0n1p2.in,disk.nvme0n1p2.out,network.sent,network.recv,proc.memory.availableMB,proc.memory.rssMB,_timestamp,gpu.0.gpu,gpu.0.memory,gpu.0.memoryAllocated,gpu.0.memoryAllocatedBytes,gpu.0.temp,gpu.0.powerWatts,gpu.0.enforcedPowerLimitWatts,gpu.0.powerPercent,gpu.0.smClock,gpu.0.memoryClock,gpu.0.correctedMemoryErrors,gpu.0.uncorrectedMemoryErrors,gpu.0.fanSpeed,gpu.1.gpu,gpu.1.memory,gpu.1.memoryAllocated,gpu.1.memoryAllocatedBytes,gpu.1.temp,gpu.1.powerWatts,gpu.1.enforcedPowerLimitWatts,gpu.1.powerPercent,gpu.1.smClock,gpu.1.memoryClock,gpu.1.correctedMemoryErrors,gpu.1.uncorrectedMemoryErrors,gpu.1.fanSpeed
7.118347913932481,1.2377479735420995,2.1088877762970255,71,93.5409667002682,1665.3344650268555,2680.0078125,78828.6796875,35869096625.0,40446923777.0,477906.40625,6368.6171875,1787248759.3096051,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787248774.3095777,100.0,72,86.70402991230355,41883074560,89.0,288.838,300.0,96.27933333333334,1560,7601,0,0,84,100.0,50,81.1691412694278,39209402368,89.0,278.492,300.0,92.83066666666667,1500,7601,0,0,82
7.151408104714083,1.2377479735420995,2.108887868268046,71,93.5409716284679,1665.3345527648926,2680.0078125,78828.94921875,35869176973.0,40447149555.0,477736.30078125,6368.6171875,1787248774.3118582,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787248789.3083959,100.0,79,86.70402991230355,41883074560,89.0,290.986,300.0,96.99533333333333,1545,7601,0,0,84,100.0,3,81.1691412694278,39209402368,89.0,254.422,300.0,84.80733333333333,1545,7601,0,0,82
7.116453749558355,1.2377479735420995,2.1088865900387854,71,93.54097184273745,1665.3345565795898,2680.0078125,78834.33984375,35869199599.0,40447295871.0,477916.15234375,6368.6171875,1787248789.3091204,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787248804.3070688,95.0,71,86.70402991230355,41883074560,89.0,286.467,300.0,95.48899999999999,1530,7601,0,0,84,100.0,7,81.1691412694278,39209402368,89.0,254.387,300.0,84.79566666666668,1575,7601,0,0,81
7.143700867549299,1.2377479735420995,2.108886312003444,71,93.54097677093716,1665.334644317627,2680.0078125,78834.6484375,35869280644.0,40447503234.0,477775.95703125,6368.6171875,1787248804.3101792,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787248819.3079274,100.0,68,86.70402991230355,41883074560,89.0,288.461,300.0,96.15366666666667,1575,7601,0,0,84,100.0,94,81.1691412694278,39209402368,89.0,248.926,300.0,82.97533333333334,1515,7601,0,0,82
7.194395387021169,1.2377479735420995,2.1088850147518934,71,93.5409814848673,1665.3347282409668,2680.0078125,78835.44921875,35869355517.0,40447879103.0,477515.1171875,6368.6171875,1787248819.3105445,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787248834.307695,100.0,71,86.70402991230355,41883074560,89.0,289.682,300.0,96.56066666666668,1500,7601,0,0,84,100.0,77,81.1691412694278,39209402368,89.0,253.908,300.0,84.636,1335,7601,0,0,82
7.243923040503847,1.2377479735420995,2.1088845384537422,71,93.54098255621506,1665.3347473144531,2680.0078125,78835.82421875,35869384358.0,40448029376.0,477260.28125,6368.6171875,1787248834.3087504,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787248849.3075624,100.0,69,86.70402991230355,41883074560,88.0,290.267,300.0,96.75566666666666,1545,7601,0,0,84,40.0,26,81.1691412694278,39209402368,87.0,247.881,300.0,82.627,1785,7601,0,0,82
7.295167968461184,1.2377479735420995,2.1088832494634504,71,93.5409876986843,1665.3348388671875,2680.0078125,78839.578125,35869457370.0,40448268176.0,476996.609375,6368.6171875,1787248849.310182,,,,,,,,,,,,,,,,,,,,,,,,,,
7.3330558110484265,1.2517169613112107,2.10888258088541,71,93.54098834149296,1665.3348503112793,2680.0078125,78840.48046875,35869484737.0,40448437383.0,476801.6640625,6440.4921875,1787248864.3076186,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787248864.3094752,100.0,100,86.70402991230355,41883074560,89.0,280.366,300.0,93.45533333333333,1560,7601,0,0,84,94.0,69,81.1691412694278,39209402368,87.0,256.013,300.0,85.33766666666665,1755,7601,0,0,82
,,,,,,,,,,,,1787248879.3069775,100.0,66,86.70402991230355,41883074560,89.0,287.63,300.0,95.87666666666667,1515,7601,0,0,84,100.0,75,81.1691412694278,39209402368,89.0,256.209,300.0,85.40299999999999,1320,7601,0,0,82
7.259479482263459,1.2377479735420995,2.108881885702658,71,93.54099348396221,1665.3349418640137,2680.0078125,78840.80859375,35869567641.0,40448689338.0,477180.23828125,6368.6171875,1787248879.3098478,,,,,,,,,,,,,,,,,,,,,,,,,,
7.383061750525373,1.2377479735420995,2.1088805861352733,71,93.54099412677087,1665.3349533081055,2680.0078125,78842.54296875,35869621432.0,40448856992.0,476544.3671875,6368.6171875,1787248894.3098495,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787248894.3114645,100.0,79,86.70402991230355,41883074560,88.0,289.178,300.0,96.39266666666667,1680,7601,0,0,84,100.0,21,81.1691412694278,39209402368,88.0,260.53,300.0,86.84333333333333,1635,7601,0,0,82
,,,,,,,,,,,,1787248909.307405,100.0,71,86.70402991230355,41883074560,89.0,290.313,300.0,96.771,1500,7601,0,0,84,100.0,79,81.1691412694278,39209402368,89.0,285.269,300.0,95.08966666666667,1680,7601,0,0,82
7.262238357347858,1.2377479735420995,2.108880112978691,71,93.54099884070102,1665.3350372314453,2680.0078125,78842.890625,35869696388.0,40449052557.0,477166.04296875,6368.6171875,1787248909.3098464,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787248924.307891,100.0,78,86.70402991230355,41883074560,89.0,293.76,300.0,97.92,1500,7601,0,0,84,100.0,3,81.1691412694278,39209402368,89.0,253.346,300.0,84.44866666666667,1545,7601,0,0,82
7.281788107567552,1.2377479735420995,2.1088792068251228,71,93.54095427263418,1665.334243774414,2680.0078125,78843.71875,35869788050.0,40449310835.0,477065.453125,6368.6171875,1787248924.3103456,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787248939.3086731,100.0,71,86.70402991230355,41883074560,89.0,287.809,300.0,95.93633333333335,1530,7601,0,0,84,100.0,79,81.1691412694278,39209402368,88.0,256.74,300.0,85.58,1470,7601,0,0,82
7.291819966501305,1.2377479735420995,2.1088789316742536,71,93.54095470117329,1665.3342514038086,2680.0078125,78844.078125,35869817365.0,40449426844.0,477013.8359375,6368.6171875,1787248939.3101776,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787248954.308013,100.0,80,86.70402991230355,41883074560,89.0,290.779,300.0,96.92633333333333,1470,7601,0,0,84,100.0,24,81.1691412694278,39209402368,89.0,254.116,300.0,84.70533333333333,1680,7601,0,0,82
7.336992180699668,1.2377479735420995,2.108877245391024,71,93.54095962937299,1665.3343391418457,2680.0078125,78844.9765625,35869894168.0,40449631326.0,476781.41015625,6368.6171875,1787248954.310439,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787248969.3081353,100.0,74,86.70402991230355,41883074560,89.0,291.264,300.0,97.08800000000001,1500,7601,0,0,84,100.0,14,81.1691412694278,39209402368,88.0,257.076,300.0,85.69200000000001,1560,7601,0,0,82
7.092979017449186,1.2377479735420995,2.1088773845450612,71,93.5409604864512,1665.3343544006348,2680.0078125,78845.19140625,35869985388.0,40449789886.0,478036.9375,6368.6171875,1787248969.3090622,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787248984.3075576,100.0,79,86.70402991230355,41883074560,89.0,289.526,300.0,96.50866666666667,1485,7601,0,0,84,100.0,36,81.1691412694278,39209402368,88.0,256.241,300.0,85.41366666666667,1545,7601,0,0,82
7.286115457039506,1.2377479735420995,2.1088760792589256,71,93.54096541465088,1665.3344421386719,2680.0078125,78846.02734375,35870068775.0,40449999432.0,477043.1875,6368.6171875,1787248984.310421,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787248999.3078394,100.0,100,86.70402991230355,41883074560,89.0,280.174,300.0,93.39133333333332,1515,7601,0,0,84,100.0,78,81.1691412694278,39209402368,88.0,269.325,300.0,89.77499999999999,1680,7601,0,0,82
7.102185643246796,1.2377479735420995,2.108875812822511,71,93.5409703428506,1665.334529876709,2680.0078125,78846.36328125,35870142282.0,40450207668.0,477989.56640625,6368.6171875,1787248999.3091674,,,,,,,,,,,,,,,,,,,,,,,,,,
7.151262341363449,1.2377479735420995,2.1088745094259456,71,93.5409707713897,1665.3345375061035,2680.0078125,78847.19921875,35870166487.0,40450326691.0,477737.05078125,6368.6171875,1787249014.3092487,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787249014.3092182,100.0,82,86.70402991230355,41883074560,89.0,292.728,300.0,97.57600000000001,1545,7601,0,0,84,100.0,61,81.1691412694278,39209402368,88.0,258.349,300.0,86.11633333333333,1575,7601,0,0,82
7.117773211555241,1.2377479735420995,2.1088734266729694,71,93.54097548531985,1665.3346214294434,2680.0078125,78847.671875,35870245619.0,40450532694.0,477909.36328125,6368.6171875,1787249029.3098128,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787249029.3100464,100.0,79,86.70402991230355,41883074560,89.0,284.683,300.0,94.89433333333334,1815,7601,0,0,84,100.0,57,81.1691412694278,39209402368,88.0,260.003,300.0,86.66766666666666,1710,7601,0,0,82
7.283183487976228,1.2377479735420995,2.10887273840448,71,93.54097591385894,1665.334629058838,2680.0078125,78848.45703125,35870269783.0,40450651157.0,477058.2734375,6368.6171875,1787249044.3092914,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787249044.309436,100.0,71,86.70402991230355,41883074560,89.0,286.969,300.0,95.65633333333334,1620,7601,0,0,84,100.0,83,81.1691412694278,39209402368,89.0,254.826,300.0,84.942,1320,7601,0,0,82
,,,,,,,,,,,,1787249059.3070192,100.0,70,86.70402991230355,41883074560,89.0,290.079,300.0,96.69300000000001,1530,7601,0,0,84,100.0,27,81.1691412694278,39209402368,89.0,252.281,300.0,84.09366666666666,1665,7601,0,0,82
7.140743086226014,1.2377479735420995,2.1088714678740996,71,93.54098127059774,1665.3347244262695,2680.0078125,78848.78515625,35870345807.0,40450859697.0,477791.17578125,6368.6171875,1787249059.3100073,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787249074.3087478,100.0,72,86.70402991230355,41883074560,89.0,289.038,300.0,96.346,1485,7601,0,0,84,100.0,10,81.1691412694278,39209402368,89.0,255.492,300.0,85.164,1545,7601,0,0,82
7.255735945378159,1.2377479735420995,2.1088713828525187,71,93.54098212767596,1665.3347396850586,2680.0078125,78849.0078125,35870372712.0,40450977326.0,477199.5,6368.6171875,1787249074.3103597,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787249089.3079536,100.0,81,86.70402991230355,41883074560,89.0,288.889,300.0,96.29633333333334,1500,7601,0,0,84,100.0,51,81.1691412694278,39209402368,89.0,265.909,300.0,88.63633333333333,1545,7601,0,0,82
7.044310001203838,1.2377479735420995,2.108870098356175,71,93.54098641306699,1665.334815979004,2680.0078125,78849.86328125,35870454372.0,40451182279.0,478287.35546875,6368.6171875,1787249089.3091443,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787249104.3085983,100.0,72,86.70402991230355,41883074560,89.0,291.581,300.0,97.19366666666667,1485,7601,0,0,84,100.0,49,81.1691412694278,39209402368,89.0,280.001,300.0,93.33366666666666,1605,7601,0,0,82
7.004637316755445,1.2377479735420995,2.108869817100203,71,93.54099134126669,1665.334903717041,2680.0078125,78855.6953125,35870533977.0,40451374753.0,478491.484375,6368.6171875,1787249104.3090734,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787249119.3071477,100.0,80,86.70402991230355,41883074560,89.0,291.908,300.0,97.30266666666667,1665,7601,0,0,84,100.0,55,81.1691412694278,39209402368,89.0,272.814,300.0,90.938,1530,7601,0,0,82
7.114794932260772,1.2377479735420995,2.108868746587245,71,93.5409917698058,1665.3349113464355,2680.0078125,78856.54296875,35870554593.0,40451484077.0,477924.6875,6368.6171875,1787249119.3089836,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787249134.307166,100.0,68,86.70402991230355,41883074560,89.0,263.356,300.0,87.78533333333333,1530,7601,0,0,84,100.0,51,81.1691412694278,39209402368,89.0,266.47,300.0,88.82333333333334,1500,7601,0,0,82
7.283509937146919,1.2377479735420995,2.1088684641653153,71,93.54099648373594,1665.3349952697754,2680.0078125,78865.33203125,35870637909.0,40451696733.0,477056.59375,6368.6171875,1787249134.3086388,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787249149.3071904,100.0,62,86.70402991230355,41883074560,89.0,286.407,300.0,95.469,1515,7601,0,0,84,100.0,5,81.1691412694278,39209402368,89.0,254.108,300.0,84.70266666666667,1545,7601,0,0,82
7.167527861089167,1.2377479735420995,2.1088667757034822,71,93.54099691227505,1665.33500289917,2680.0078125,78866.015625,35870655967.0,40451793123.0,477653.359375,6368.6171875,1787249149.3094666,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787249164.3071296,100.0,68,86.70402991230355,41883074560,88.0,282.881,300.0,94.29366666666665,1725,7601,0,0,84,100.0,43,81.1691412694278,39209402368,88.0,256.808,300.0,85.60266666666666,1785,7601,0,0,82
7.554051271028707,1.2377479735420995,2.108865500955267,71,93.5410020547443,1665.3350944519043,2680.0078125,78866.44921875,35870733813.0,40452006197.0,475664.5703125,6368.6171875,1787249164.3088496,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787249179.3095431,100.0,69,86.70402991230355,41883074560,89.0,293.04,300.0,97.68,1530,7601,0,0,84,100.0,3,81.1691412694278,39209402368,89.0,265.724,300.0,88.57466666666667,1515,7601,0,0,82
7.3780443026902605,1.2377479735420995,2.108865402679334,71,93.54100655440489,1665.3351745605469,2680.0078125,78867.14453125,35870812473.0,40452369473.0,476570.18359375,6368.6171875,1787249179.310648,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787249194.3080328,100.0,73,86.70402991230355,41883074560,89.0,292.683,300.0,97.56099999999999,1515,7601,0,0,84,100.0,15,81.1691412694278,39209402368,89.0,257.036,300.0,85.67866666666667,1545,7601,0,0,82
7.280679698755438,1.2377479735420995,2.1088643317208766,71,93.54100719721355,1665.3351860046387,2680.0078125,78868.44140625,35870849059.0,40452519869.0,477071.15625,6368.6171875,1787249194.309609,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787249209.308083,100.0,71,86.70402991230355,41883074560,89.0,290.925,300.0,96.975,1515,7601,0,0,84,100.0,62,81.1691412694278,39209402368,89.0,275.535,300.0,91.84500000000001,1590,7601,0,0,82
7.178702292120338,1.2377479735420995,2.1088636488504995,71,93.54101212541325,1665.3352737426758,2680.0078125,78868.7265625,35870995092.0,40452757604.0,477595.86328125,6368.6171875,1787249209.3089333,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787249224.3081152,100.0,78,86.70402991230355,41883074560,88.0,290.018,300.0,96.67266666666666,1530,7601,0,0,84,100.0,56,81.1691412694278,39209402368,89.0,263.976,300.0,87.992,1545,7601,0,0,82
7.177651581301182,1.2377479735420995,2.1088627626417478,71,93.54101426810877,1665.3353118896484,2680.0078125,78869.47265625,35871019722.0,40452872258.0,477601.26953125,6368.6171875,1787249224.310385,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787249239.308636,100.0,72,86.70402991230355,41883074560,89.0,292.575,300.0,97.52499999999999,1500,7601,0,0,84,100.0,48,81.1691412694278,39209402368,89.0,285.392,300.0,95.13066666666667,1530,7601,0,0,82
7.127875674611957,1.2377479735420995,2.108862297943943,71,93.54100612586579,1665.3351669311523,2680.0078125,78869.90234375,35871105962.0,40453082267.0,477857.3828125,6368.6171875,1787249239.309787,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787249254.3085997,100.0,61,86.70402991230355,41883074560,89.0,289.735,300.0,96.57833333333333,1605,7601,0,0,84,100.0,57,81.1691412694278,39209402368,89.0,283.248,300.0,94.416,1530,7601,0,0,82
7.1568840997563985,1.2377479735420995,2.108861009167419,71,93.54101105406548,1665.3352546691895,2680.0078125,78870.609375,35871180217.0,40453274491.0,477708.125,6368.6171875,1787249254.310102,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787249269.3088806,100.0,67,86.70402991230355,41883074560,89.0,288.261,300.0,96.08700000000002,1530,7601,0,0,84,35.0,14,81.1691412694278,39209402368,88.0,266.286,300.0,88.762,1830,7601,0,0,82
7.104482175203403,1.2377479735420995,2.108861123143306,71,93.54101148260459,1665.335262298584,2680.0078125,78871.125,35871201815.0,40453374653.0,477977.75,6368.6171875,1787249269.309369,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787249284.3090813,100.0,79,86.70402991230355,41883074560,89.0,291.75,300.0,97.25,1515,7601,0,0,84,78.0,69,81.1691412694278,39209402368,89.0,228.318,300.0,76.10600000000001,1800,7601,0,0,82
7.168026645054618,1.2377479735420995,2.10885964474671,71,93.54101341103056,1665.3352966308594,2680.0078125,78871.85546875,35871289047.0,40453592495.0,477650.79296875,6368.6171875,1787249284.310443,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787249299.3081446,100.0,79,86.70402991230355,41883074560,89.0,281.074,300.0,93.69133333333333,1500,7601,0,0,84,96.0,87,81.1691412694278,39209402368,88.0,221.738,300.0,73.91266666666667,1635,7601,0,0,82
7.184772728326958,1.237737344964449,2.1088583776750784,71,93.54101448237832,1665.3353157043457,2680.0078125,78872.25390625,35871345271.0,40453731301.0,477564.62890625,6368.5625,1787249299.3098128,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787249314.3080997,100.0,77,86.70402991230355,41883074560,89.0,290.838,300.0,96.94600000000001,1515,7601,0,0,84,100.0,81,81.1691412694278,39209402368,88.0,247.976,300.0,82.65866666666668,1710,7601,0,0,82
7.258692967517328,1.2377419000691563,2.1088582941869483,71,93.54101705361295,1665.335361480713,2680.0078125,78873.30859375,35871453123.0,40453987694.0,477184.28515625,6368.5859375,1787249314.3101861,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787249329.3081172,100.0,74,86.70402991230355,41883074560,89.0,291.416,300.0,97.13866666666667,1575,7601,0,0,84,100.0,77,81.1691412694278,39209402368,88.0,242.646,300.0,80.882,1725,7601,0,0,82
7.064125465864793,1.2377441776215101,2.108857221543825,71,93.54101705361295,1665.335361480713,2680.0078125,78873.4765625,35871494864.0,40454137066.0,478185.3984375,6368.59765625,1787249329.3099248,,,,,,,,,,,,,,,,,,,,,,,,,,
7.2160010078321,1.2377472143579815,2.108856732118989,71,93.5410176964216,1665.3353729248047,2680.0078125,78876.015625,35871577432.0,40454402525.0,477403.94921875,6368.61328125,1787249344.3089657,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787249344.308837,100.0,72,86.70402991230355,41883074560,88.0,286.688,300.0,95.56266666666666,1515,7601,0,0,84,100.0,77,81.1691412694278,39209402368,88.0,246.703,300.0,82.23433333333332,1695,7601,0,0,82
,,,,,,,,,,,,1787249359.308117,100.0,78,86.70402991230355,41883074560,89.0,292.419,300.0,97.473,1515,7601,0,0,84,100.0,78,81.1691412694278,39209402368,88.0,247.949,300.0,82.64966666666666,1755,7601,0,0,82
7.054164970238122,1.2377472143579815,2.1088554695624278,71,93.54101576799563,1665.3353385925293,2680.0078125,78876.38671875,35871650956.0,40454599451.0,478236.6484375,6368.61328125,1787249359.3094475,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787249374.30872,100.0,72,86.70402991230355,41883074560,89.0,289.938,300.0,96.646,1515,7601,0,0,84,100.0,79,81.1691412694278,39209402368,89.0,249.21,300.0,83.07,1725,7601,0,0,82
7.165981403041031,1.2377472143579815,2.1088553796103224,71,93.54101619653473,1665.3353462219238,2680.0078125,78877.4921875,35871674260.0,40454728791.0,477661.31640625,6368.61328125,1787249374.3096752,,,,,,,,,,,,,,,,,,,,,,,,,,
7.2422262640003705,1.2377472143579815,2.108853695061065,71,93.5410127682219,1665.3352851867676,2680.0078125,78877.79296875,35871751998.0,40454918605.0,477269.01171875,6368.61328125,1787249389.3091595,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787249389.308881,100.0,78,86.70402991230355,41883074560,89.0,290.572,300.0,96.85733333333334,1500,7601,0,0,84,100.0,78,81.1691412694278,39209402368,88.0,246.139,300.0,82.04633333333334,1725,7601,0,0,81
,,,,,,,,,,,,1787249404.308495,100.0,67,86.70402991230355,41883074560,89.0,280.708,300.0,93.56933333333333,1515,7601,0,0,84,89.0,79,81.1691412694278,39209402368,88.0,224.799,300.0,74.933,1710,7601,0,0,82
7.10290610897467,1.2377472143579815,2.1088532288876407,71,93.541013196761,1665.335292816162,2680.0078125,78878.5546875,35871776671.0,40455031378.0,477985.859375,6368.61328125,1787249404.3099406,,,,,,,,,,,,,,,,,,,,,,,,,,
7.214133414902099,1.2377472143579815,2.1088525435555803,71,93.54101876776936,1665.335391998291,2680.0078125,78879.01953125,35871855665.0,40455234065.0,477413.55859375,6368.61328125,1787249419.309631,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787249419.309431,100.0,78,86.70402991230355,41883074560,89.0,289.045,300.0,96.34833333333333,1515,7601,0,0,84,97.0,86,81.1691412694278,39209402368,88.0,226.082,300.0,75.36066666666666,1605,7601,0,0,82
,,,,,,,,,,,,1787249434.308226,100.0,79,86.70402991230355,41883074560,89.0,280.709,300.0,93.56966666666668,1515,7601,0,0,84,55.0,31,81.1691412694278,39209402368,88.0,234.035,300.0,78.01166666666667,1830,7601,0,0,82
7.231861882422984,1.2377472143579815,2.1088510708057133,71,93.54101983911713,1665.3354110717773,2680.0078125,78879.16796875,35871938973.0,40455452025.0,477322.33984375,6368.61328125,1787249434.3100166,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787249449.3070521,100.0,74,86.70402991230355,41883074560,89.0,289.041,300.0,96.347,1500,7601,0,0,84,100.0,78,81.1691412694278,39209402368,88.0,239.318,300.0,79.77266666666667,1710,7601,0,0,82
7.195144701745523,1.2377472143579815,2.108851002105751,71,93.54102048192577,1665.3354225158691,2680.0078125,78886.0546875,35871962078.0,40455586277.0,477511.26171875,6368.61328125,1787249449.3082323,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787249464.3090887,100.0,76,86.70402991230355,41883074560,89.0,289.46,300.0,96.48666666666666,1515,7601,0,0,84,100.0,77,81.1691412694278,39209402368,88.0,240.619,300.0,80.20633333333333,1695,7601,0,0,82
7.146978265386215,1.2377472143579815,2.108849709539519,71,93.54102069619533,1665.3354263305664,2680.0078125,78886.375,35872110986.0,40455830231.0,477759.09375,6368.61328125,1787249464.3106153,,,,,,,,,,,,,,,,,,,,,,,,,,
7.215247897187156,1.2377472143579815,2.1088494325823324,71,93.54102091046488,1665.3354301452637,2680.0078125,78891.94140625,35872133742.0,40456288774.0,477407.82421875,6368.61328125,1787249479.3092725,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787249479.3092115,100.0,70,86.70402991230355,41883074560,89.0,287.153,300.0,95.71766666666667,1485,7601,0,0,84,100.0,81,81.1691412694278,39209402368,88.0,248.16,300.0,82.72,1725,7601,0,0,82
,,,,,,,,,,,,1787249494.309098,100.0,76,86.70402991230355,41883074560,89.0,289.418,300.0,96.47266666666667,1515,7601,0,0,84,100.0,79,81.1691412694278,39209402368,88.0,243.464,300.0,81.15466666666666,1725,7601,0,0,82
7.341582967060527,1.2377472143579815,2.1088479576962933,71,93.54102112473444,1665.335433959961,2680.0078125,78892.3359375,35872240787.0,40456603381.0,476757.7890625,6368.61328125,1787249494.31052,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787249509.3096776,100.0,73,86.70402991230355,41883074560,89.0,288.624,300.0,96.208,1515,7601,0,0,84,73.0,58,81.1691412694278,39209402368,87.0,227.395,300.0,75.79833333333333,1725,7601,0,0,82
7.25577542295229,1.2377472143579815,2.108847886270268,71,93.54102133900398,1665.3354377746582,2680.0078125,78893.296875,35872303985.0,40456733208.0,477199.296875,6368.61328125,1787249509.310353,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787249524.3081083,100.0,79,86.70402991230355,41883074560,89.0,292.047,300.0,97.349,1500,7601,0,0,84,98.0,82,81.1691412694278,39209402368,89.0,231.916,300.0,77.30533333333334,1800,7601,0,0,81
7.258336910166039,1.2377472143579815,2.108846610263687,71,93.5410234816995,1665.3354759216309,2680.0078125,78894.03515625,35872394494.0,40457175988.0,477186.1171875,6368.61328125,1787249524.3100483,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787249539.3087187,100.0,73,86.70402991230355,41883074560,89.0,275.351,300.0,91.78366666666666,1530,7601,0,0,84,100.0,100,81.1691412694278,39209402368,88.0,253.735,300.0,84.57833333333333,1695,7601,0,0,82
7.262482055449699,1.2377472143579815,2.1088457338110986,71,93.54102412450817,1665.3354873657227,2680.0078125,78894.7265625,35872485335.0,40457572000.0,477164.7890625,6368.61328125,1787249539.3104184,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787249554.3088102,100.0,56,86.70402991230355,41883074560,89.0,289.873,300.0,96.62433333333334,1500,7601,0,0,84,100.0,54,81.1691412694278,39209402368,89.0,285.371,300.0,95.12366666666667,1530,7601,0,0,81
7.164090275403377,1.2377472143579815,2.108844461873138,71,93.54102455304727,1665.3354949951172,2680.0078125,78895.44140625,35872508811.0,40457690385.0,477671.046875,6368.61328125,1787249554.3099217,,,,,,,,,,,,,,,,,,,,,,,,,,
7.237735689943071,1.2377472143579815,2.108843596594365,71,93.54102498158638,1665.3355026245117,2680.0078125,78902.09765625,35872603426.0,40457908157.0,477292.1171875,6368.61328125,1787249569.3082032,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787249569.3084314,100.0,100,86.70402991230355,41883074560,89.0,285.53,300.0,95.17666666666665,1545,7601,0,0,84,99.0,81,81.1691412694278,39209402368,87.0,278.804,300.0,92.93466666666666,1770,7601,0,0,82
,,,,,,,,,,,,1787249584.3085198,100.0,76,86.70402991230355,41883074560,89.0,292.875,300.0,97.625,1500,7601,0,0,84,59.0,10,81.1691412694278,39209402368,87.0,261.932,300.0,87.31066666666666,1830,7601,0,0,82
7.150889581961567,1.2377472143579815,2.108843309030358,71,93.54102583866458,1665.3355178833008,2680.0078125,78903.171875,35872644809.0,40458055099.0,477738.96875,6368.61328125,1787249584.308841,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787249599.3087044,100.0,79,86.70402991230355,41883074560,88.0,288.469,300.0,96.15633333333334,1545,7601,0,0,84,100.0,99,81.1691412694278,39209402368,89.0,249.554,300.0,83.18466666666666,1560,7601,0,0,81
